iter,variant_id,repeat,victim_idx,hot_keys,writers_per_key,payload_mib,kill_delay_s,read_rounds,settle_s,duration_s,exit_code,baseline_fail,hot_fail,cold_fail,reproduced_strict,reproduced_hot_any,raw_tail
27,c03,7,3,14,36,12,0.6,2,10,130.7,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts."
28,c04,7,0,16,32,16,0.75,2,10,149.5,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts."
29,c04,8,1,16,32,16,0.75,2,10,148.92,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts."
30,c02,8,2,16,36,16,0.6,2,10,163.61,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts."
31,c01,8,3,14,36,16,0.6,2,10,132.61,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts."
32,c03,8,0,14,36,12,0.6,2,10,138.27,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts."
33,c01,9,1,14,36,16,0.6,2,10,132.5,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts."
34,c04,9,2,16,32,16,0.75,2,10,141.52,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts."
35,c02,9,3,16,36,16,0.6,2,10,165.15,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts."
36,c03,9,0,14,36,12,0.6,2,10,138.37,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts."
37,c02,10,1,16,36,16,0.6,2,10,162.14,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts."
38,c01,10,2,14,36,16,0.6,2,10,142.82,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts."
39,c03,10,3,14,36,12,0.6,2,10,130.52,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts."
40,c04,10,0,16,32,16,0.75,2,10,147.77,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts."
41,c01,11,1,14,36,16,0.6,2,10,133.24,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts."
42,c03,11,2,14,36,12,0.6,2,10,130.96,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts."
43,c04,11,3,16,32,16,0.75,2,10,139.85,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts."
44,c02,11,0,16,36,16,0.6,2,10,161.34,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts."
45,c03,12,1,14,36,12,0.6,2,10,129.86,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts."
46,c02,12,2,16,36,16,0.6,2,10,171.25,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts."
47,c01,12,3,14,36,16,0.6,2,10,139.22,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts."
48,c04,12,0,16,32,16,0.75,2,10,138.94,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts."
49,c03,13,1,14,36,12,0.6,2,10,130.4,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts."
50,c01,13,2,14,36,16,0.6,2,10,135.8,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts."
51,c04,13,3,16,32,16,0.75,2,10,138.26,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts."
52,c02,13,0,16,36,16,0.6,2,10,151.14,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts."
53,c03,14,1,14,36,12,0.6,2,10,131.22,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts."
